satu,dua,tiga,empat,lima,label
0.243938776,0.261662667,0.263508195,0.261662667,0.259889532,1
0.301059492,0.376461261,0.110622297,0.341185638,0.170702429,1
0.443049118,0.190495569,0.231685651,0.596767489,0.488380339,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.171529004,0.132157576,0.215375899,0.430751798,0.137501306,1
0.243938776,0.261662667,0.263508195,0.261662667,0.259889532,1
0.488082714,0.133362653,0.319234834,0.096278099,0.313806938,1
0.197337345,0.206109765,0.132584747,0.330791469,0.284417166,1
0.334530135,0.334530135,0.087466546,0.229800176,0.334530135,1
0.243938776,0.261662667,0.263508195,0.261662667,0.259889532,1
0.291374044,0.306375526,0.392459658,0.343783431,0.207363431,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.312149894,0.278102814,0.288309548,0.37286336,0.305306799,1
0.298991681,0.283315701,0.315087103,0.292530673,0.270055177,1
0.303903184,0.350830824,0.29624387,0.108003502,0.309755491,1
0.223772418,0.271338231,0.247555324,0.21848328,0.507622094,1
0.294224104,0.955736458,0,0,0,1
0.707631945,0.706581227,0,0,0,1
0.206346384,0.238478324,0.254190949,0.261063525,0.258646419,1
0.177471067,0.092323513,0.335884846,0.353106402,0.247563516,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.312834077,0.273144099,0.328592847,0.112168987,0.269499984,1
0.176891652,0.310259799,0.312248243,0.285546978,0.184755181,1
0.303980651,0.298503935,0.341096146,0.166384861,0.107030807,1
0.210094601,0.276616217,0.251455387,0.239895706,0.268516239,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.17551146,0.230956536,0.262522717,0.243243974,0.152328548,1
0.502565558,0.186062474,0.408526166,0.226294006,0.502565558,1
0.614324461,0.308759107,0.160621818,0.437133601,0.19535242,1
0.260619561,0.266309389,0.080231905,0.583788037,0.266309389,1
0.275083116,0.275083116,0.275083116,0.231395931,0.264317792,1
0.176891652,0.310259799,0.312248243,0.285546978,0.184755181,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.228311325,0.299478207,0.169162012,0.271416142,0.088000999,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.263771172,0.315628257,0.304146268,0.254145893,0.315628257,1
0.567433305,0.596526859,0.311936883,0.474205158,0,1
0.26959205,0.172526495,0.222820591,0.284933254,0.248657936,1
0.312149894,0.278102814,0.288309548,0.37286336,0.305306799,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.502565558,0.186062474,0.408526166,0.226294006,0.502565558,1
0.257758285,0.310607303,0.09746387,0.213995549,0.331681519,1
0.324464124,0.324464124,0.095343055,0.198670257,0.197684537,1
0.298991681,0.283315701,0.315087103,0.292530673,0.270055177,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.326117113,0.276974778,0.08526687,0.326117113,0.310211868,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.260419063,0.311617128,0.300281056,0.085653129,0.238882584,1
0.360732825,0.314965823,0.378904456,0.129343439,0.310763749,1
0.282745788,0.282745788,0.282745788,0.282745788,0.073926965,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.197560094,0.541414937,0.084943906,0.239017466,0.197560094,1
0.301789673,0.262203991,0.109132311,0.301789673,0.253816791,1
0.138238539,0.528715944,0.409675195,0.449044147,0.449044147,1
0.326392807,0.310474116,0.290418937,0.267342242,0.283260933,1
0.257642846,0.783335175,0.565690877,0,0,1
0.475921992,0.467829969,0.149337117,0.344731108,0.409618249,1
0.243938776,0.261662667,0.263508195,0.261662667,0.259889532,1
0.243938776,0.261662667,0.263508195,0.261662667,0.259889532,1
0.207858034,0.214776498,0.161921565,0.257757919,0.193285787,1
0.235908631,0.324528572,0.341167867,0.089202053,0.303565541,1
0.298991681,0.283315701,0.315087103,0.292530673,0.270055177,1
0.237863244,0.223940675,0.247741464,0.074637886,0.254001891,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.243938776,0.261662667,0.263508195,0.261662667,0.259889532,1
0.353690255,0.112902307,0.235259197,0.384220417,0.244259084,1
0.176891652,0.310259799,0.312248243,0.285546978,0.184755181,1
0.298991681,0.283315701,0.315087103,0.292530673,0.270055177,1
0.26959205,0.172526495,0.222820591,0.284933254,0.248657936,1
0.231719104,0.201098088,0.231719104,0.231719104,0.231719104,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.26959205,0.172526495,0.222820591,0.284933254,0.248657936,1
0.345264456,0.199952914,0.104018958,0.215673177,0.243801173,1
0.298412698,0.36477144,0.325954064,0.104048572,0.273366005,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.270691471,0.644834359,0.634450676,0.329221986,0,1
0.21367429,0.254060001,0.2722675,0.17660399,0.091872444,1
0.274653303,0.291728717,0.320919328,0.278317626,0.333034527,1
0.326765626,0.326765626,0.326765626,0.326765626,0.277525567,1
0.312149894,0.278102814,0.288309548,0.37286336,0.305306799,1
0.297993057,0.319644376,0.319644376,0.317478333,0.315394047,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.310155005,0.310155005,0.310155005,0.24655571,0.310155005,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.43637848,0.43637848,0.338127573,0.114095904,0.370620945,1
0.525603691,0.525603691,0.137424807,0.525603691,0.390303347,1
0.410043242,0.123535076,0.472480138,0.449436538,0.410043242,1
0.228311325,0.299478207,0.169162012,0.271416142,0.088000999,1
0.191655634,0.427410559,0.359126235,0.20017548,0.128767384,1
0.316027713,0.412603713,0.378202648,0.107879733,0.31970571,1
0.303980651,0.298503935,0.341096146,0.166384861,0.107030807,1
0.295737784,0.413047237,0.127156867,0.376834234,0.154651479,1
0.360732825,0.314965823,0.378904456,0.129343439,0.310763749,1
0.31883661,0.270295094,0.210560082,0.218650679,0.087637523,1
0.115893734,0.320487413,0.25446089,0.384679751,0.406297975,1
0.515974572,0.147178237,0.403696635,0.179001988,0.500865615,1
0.06676667,0.403774519,0.171568387,0.171568387,0.171568387,1
0.285439092,0.285439092,0.517385073,0.209264985,0.285439092,1
0.301789673,0.262203991,0.109132311,0.301789673,0.253816791,1
0.176891652,0.310259799,0.312248243,0.285546978,0.184755181,1
0.366312489,0.348446852,0.095776388,0.335770981,0.300039707,1
0.576954365,0.555965801,0.158585463,0.576954365,0,1
0.258165729,0.258165729,0.215116305,0.06750024,0.258165729,1
0.502565558,0.186062474,0.408526166,0.226294006,0.502565558,1
0.17043987,0.475348854,0.651875207,0.565731767,0,1
0.33155176,0.295388464,0.306229603,0.396038909,0.324283329,1
0.261852806,0.240020682,0.261852806,0.261852806,0.068464267,1
0.176891652,0.310259799,0.312248243,0.285546978,0.184755181,1
0.176891652,0.310259799,0.312248243,0.285546978,0.184755181,1
0.207901274,0.475356082,0.139682318,0.380146579,0.279711792,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.243938776,0.261662667,0.263508195,0.261662667,0.259889532,1
0.306134597,0.300345078,0.094243739,0.195405214,0.246029053,1
0.303903184,0.350830824,0.29624387,0.108003502,0.309755491,1
0.303903184,0.350830824,0.29624387,0.108003502,0.309755491,1
0.502565558,0.186062474,0.408526166,0.226294006,0.502565558,1
0.256372009,0.250411065,0.225755641,0.222743752,0.092708506,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.309087583,0.270245701,0.248402259,0.190305636,0.272899557,1
0.16653432,0.082428302,0.315260545,0.315260545,0.207821486,1
0.167841054,0.188631339,0.146160866,0.120099058,0.1545044,1
0.207901274,0.475356082,0.139682318,0.380146579,0.279711792,1
0.207901274,0.475356082,0.139682318,0.380146579,0.279711792,1
0.301789673,0.262203991,0.109132311,0.301789673,0.253816791,1
0.318063133,0.379632673,0.387920787,0.116870171,0.311190004,1
0.250479874,0.159477197,0.500959749,0.217379677,0.238263576,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.299918001,0.308965235,0.234664216,0.299918001,0.088130232,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.321968887,0.402607513,0.118305314,0.364881902,0.182558175,1
0.290775498,0.148907359,0.164733481,0.189817293,0.189817293,1
0.364470982,0.693390317,0.364470982,0.095294906,0.364470982,1
0.167788811,0.58823072,0.343720226,0.167539672,0.51750085,1
0.338954829,0.845673191,0.412245652,0,0,1
0.25824354,0.239240063,0.281209731,0.281209731,0.277974604,1
0.316790384,0.333100434,0.373771402,0.225451588,0.182323674,1
0.36248999,0.316937227,0.223185569,0.265833502,0.370403846,1
0.303980651,0.298503935,0.341096146,0.166384861,0.107030807,1
0.375117297,0.397310377,0.279783929,0.425326371,0.464335771,1
0.211994928,0.397238207,0.221418936,0.142432716,0.270224258,1
0.223689002,0.23623949,0.08872184,0.499295836,0.288197654,1
0.275083116,0.275083116,0.275083116,0.231395931,0.264317792,1
0.581310384,0.215215799,0.472536366,0.261751036,0.569171482,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.645270316,0.202476058,0.73663401,0,0,1
0.37038543,0.096841303,0.314572336,0.37038543,0.37038543,1
0.18322013,0.137391888,0.118916181,0.18322013,0.152667968,1
0.173927262,0.286018374,0.242918487,0.286018374,0.272068808,1
0.26959205,0.172526495,0.222820591,0.284933254,0.248657936,1
0.310524104,0.2715017,0.325321702,0.317303444,0.095595052,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.256372009,0.250411065,0.225755641,0.222743752,0.092708506,1
0.317045567,0.302693006,0.113679048,0.336892203,0.398533773,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.262056706,0.083651744,0.208706387,0.215722871,0.227658911,1
0.393297173,0.108104242,0.378989728,0.393297173,0.393297173,1
0.176891652,0.310259799,0.312248243,0.285546978,0.184755181,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.26959205,0.172526495,0.222820591,0.284933254,0.248657936,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.26959205,0.172526495,0.222820591,0.284933254,0.248657936,1
0.26959205,0.172526495,0.222820591,0.284933254,0.248657936,1
0.299918001,0.308965235,0.234664216,0.299918001,0.088130232,1
0.493262711,0.181246084,0.493262711,0.693205346,0,1
0.237863244,0.223940675,0.247741464,0.074637886,0.254001891,1
0.399534736,0.117402386,0.292912334,0.306486118,0.181164856,1
0.169820124,0.286048305,0.321480791,0.321480791,0.084054653,1
0.217068314,0.100896392,0.137189336,0.134856728,0.124740198,1
0.384917561,0.375216431,0.136795029,0.392329974,0.396391563,1
0.27834831,0.236486798,0.092771576,0.354820091,0.258735601,1
0.256372009,0.250411065,0.225755641,0.222743752,0.092708506,1
0.303709328,0.447725211,0.117062631,0.243928234,0.30755774,1
0.26959205,0.172526495,0.222820591,0.284933254,0.248657936,1
0.242953058,0.25587874,0.223723414,0.301278104,0.242953058,1
0.26959205,0.172526495,0.222820591,0.284933254,0.248657936,1
0.262056706,0.083651744,0.208706387,0.215722871,0.227658911,1
0.232297303,0.362778105,0.198916864,0.103479987,0.246507401,1
0.206346384,0.238478324,0.254190949,0.261063525,0.258646419,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.214439381,0.27695172,0.223972055,0.144075066,0.293081189,1
0.256372009,0.250411065,0.225755641,0.222743752,0.092708506,1
0.176891652,0.310259799,0.312248243,0.285546978,0.184755181,1
0.13689127,0.35176555,0.298758272,0.35176555,0.322436901,1
0.204872052,0.22350708,0.155603719,0.058438359,0.288693667,1
0.306460078,0.29531161,0.32217296,0.084235628,0.32217296,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.391171608,0.215550538,0.352656928,0.347952003,0.225132607,1
0.310524104,0.2715017,0.325321702,0.317303444,0.095595052,1
0.393297173,0.108104242,0.378989728,0.393297173,0.393297173,1
0.516911152,0.14744539,0.375857453,0.563929051,0.501774769,1
0.305232088,0.149422626,0.253113169,0.100392356,0.365240339,1
0.298496794,0.170185087,0.219796627,0.228684001,0.228968177,1
0.298412698,0.36477144,0.325954064,0.104048572,0.273366005,1
0.372664087,0.38673273,0.372664087,0.323193323,0.106299896,1
0.164313742,0.160493258,0.144691124,0.142760746,0.149808673,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.325695261,0.353689665,0.220439562,0.114676466,0.233277803,1
0.272289405,0.250240643,0.245479843,0.334607895,0.268422409,1
0.335845957,0.260714433,0.095797775,0.366394285,0.2747493,1
0.232297303,0.362778105,0.198916864,0.103479987,0.246507401,1
0.186881684,0.212423897,0.166199687,0.166199687,0.184224849,1
0.404439217,0.194534217,0.187457411,0.167509016,0.204508415,1
0.243938776,0.261662667,0.263508195,0.261662667,0.259889532,1
0.328702466,0.322780345,0.179916431,0.219573741,0.178592351,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.118956679,0.156535775,0.161746,0.158995859,0.145561564,1
0.298991681,0.283315701,0.315087103,0.292530673,0.270055177,1
0.363435877,0.389842084,0.498246645,0.392591672,0.559963903,1
0.298991681,0.283315701,0.315087103,0.292530673,0.270055177,1
0.369116233,0.322285608,0.387710171,0.132349372,0.317985878,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.298412698,0.36477144,0.325954064,0.104048572,0.273366005,1
0.345838661,0.110395981,0.242389807,0.134266455,0.422227519,1
0.502565558,0.186062474,0.408526166,0.226294006,0.502565558,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.324748761,0.493574507,0.20240194,0.105292984,0.315917067,1
1,0,0,0,0,1
0.312834077,0.273144099,0.328592847,0.112168987,0.269499984,1
0.136846344,0.465704915,0.479753226,0.60093055,0.416066492,1
0.26959205,0.172526495,0.222820591,0.284933254,0.248657936,1
0.250011724,0.288943163,0.307980765,0.313379065,0.111371116,1
0.302304847,0.302304847,0.151938236,0.604609694,0.079040893,1
0.206346384,0.238478324,0.254190949,0.261063525,0.258646419,1
0.187695277,0.317944797,0.314628722,0.242411304,0.126106545,1
0.197337345,0.206109765,0.132584747,0.330791469,0.284417166,1
0.26959205,0.172526495,0.222820591,0.284933254,0.248657936,1
0.353341203,0.365198305,0.360183168,0.347173366,0.136192889,1
0.239992372,0.10690786,0.254673193,0.213153409,0.306613173,1
0.384917561,0.375216431,0.136795029,0.392329974,0.396391563,1
0.25824354,0.239240063,0.281209731,0.281209731,0.277974604,1
0.487222674,0.288325349,0.497859685,0.149991824,0.38680206,1
0.281015314,0.364532484,0.230473997,0.119896552,0.248593822,1
0.236282017,0.246785681,0.158750446,0.301182359,0.244969482,1
0.237863244,0.223940675,0.247741464,0.074637886,0.254001891,1
0.236282017,0.246785681,0.158750446,0.301182359,0.244969482,1
0.310524104,0.2715017,0.325321702,0.317303444,0.095595052,1
0.195423468,0.429079538,0.665050061,0.579144916,0,1
0.502565558,0.186062474,0.408526166,0.226294006,0.502565558,1
0.285521443,0.395735244,0.26707809,0.150860617,0.300160756,1
0.424932397,0.111103201,0.389503421,0.291900578,0.424932397,1
0.26959205,0.172526495,0.222820591,0.284933254,0.248657936,1
0.315754356,0.331660232,0.21763229,0.113216075,0.375791944,1
0.285439092,0.285439092,0.517385073,0.209264985,0.285439092,1
0.388373777,0.132575902,0.291088923,0.48232823,0.50705826,1
0.552789184,0.166540615,0.443447411,0.552789184,0.40554513,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.313017808,0.232393987,0.128057988,0.209512521,0.274194644,1
0.425973685,0.267593431,0.21409412,0.369682483,0.111375457,1
0.26959205,0.172526495,0.222820591,0.284933254,0.248657936,1
0.353690255,0.112902307,0.235259197,0.384220417,0.244259084,1
0.136846344,0.465704915,0.479753226,0.60093055,0.416066492,1
0.449680495,0.472736604,0.123602132,0.251434621,0.362085613,1
0.384917561,0.375216431,0.136795029,0.392329974,0.396391563,1
0.176891652,0.310259799,0.312248243,0.285546978,0.184755181,1
0.142400658,0.183778513,0.183778513,0.048050893,0.148200453,1
0.195317311,0.857692908,0.47561962,0,0,1
0.451354008,0.214670381,0.225677004,0.170981107,0.177038489,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.258335938,0.165323102,0.213517299,0.27303661,0.238275873,1
0.426409284,0.111489349,0.405612631,0.426409284,0.319752947,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.213101719,0.215944843,0.235750525,0.208064796,0.483415881,1
0.281387123,0.270281501,0.254031688,0.096054764,0.195397061,1
0.251524461,0.542918978,0.257015725,0.296151266,0.077431973,1
0.312149894,0.278102814,0.288309548,0.37286336,0.305306799,1
0.353341203,0.365198305,0.360183168,0.347173366,0.136192889,1
0.27287801,0.150366235,0.32196052,0.367546845,0.295951072,1
0.967477392,0.252957497,0,0,0,1
0.176547744,0.33081692,0.184395985,0.225040682,0.183038938,1
0.243938776,0.261662667,0.263508195,0.261662667,0.259889532,1
0.31883661,0.270295094,0.210560082,0.218650679,0.087637523,1
0.303980651,0.298503935,0.341096146,0.166384861,0.107030807,1
0.277769681,0.111333049,0.307875496,0.244447269,0.369541718,1
0.397017211,0.353713411,0.366695152,0.474237455,0.388313615,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.175856222,0.451892665,0.118152257,0.326733033,0.414215861,1
0.284789309,0.522089683,0.247155218,0.284789309,0.074461265,1
0.258335938,0.165323102,0.213517299,0.27303661,0.238275873,1
0.372664087,0.38673273,0.372664087,0.323193323,0.106299896,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.328702466,0.322780345,0.179916431,0.219573741,0.178592351,1
0.26959205,0.172526495,0.222820591,0.284933254,0.248657936,1
0.243938776,0.261662667,0.263508195,0.261662667,0.259889532,1
0.252957497,0.967477392,0,0,0,1
0.353341203,0.365198305,0.360183168,0.347173366,0.136192889,1
0.176891652,0.310259799,0.312248243,0.285546978,0.184755181,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.250832431,0.311049056,0.27676632,0.081327162,0.264177314,1
0.443159627,0.324342647,0.465881397,0.349352032,0.121809763,1
0.450153166,0.387496688,0.481238957,0.264552995,0.402172368,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.454434086,0.34378927,0.51469462,0.365765245,0.525931396,1
0.192470341,0.201026404,0.12931476,0.245336789,0.199546967,1
0.149674472,0.326656965,0.100561564,0.384614178,0.262522121,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.243938776,0.261662667,0.263508195,0.261662667,0.259889532,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.287521512,0.181784161,0.094567259,0.301376103,0.296251855,1
0.301789673,0.262203991,0.109132311,0.301789673,0.253816791,1
0.521859105,0.214000711,0.111326864,0.334020893,0.305359552,1
0.249247253,0.396768973,0.396768973,0.103739568,0.211029685,1
0.322695398,0.088698175,0.294411015,0.136871086,0.10787702,1
0.298991681,0.283315701,0.315087103,0.292530673,0.270055177,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.200505117,0.351676728,0.422017073,0.209418358,0.134713073,1
0.116899402,0.447100916,0.379727625,0.272925568,0.447100916,1
0.328702466,0.322780345,0.179916431,0.219573741,0.178592351,1
0.507979686,0.164701773,0.629928918,0.43271969,0.361625763,1
0.320660205,0.369743228,0.342590589,0.105466741,0.342590589,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.635102373,0.772427975,0,0,0,1
0.243938776,0.261662667,0.263508195,0.261662667,0.259889532,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.132389222,0.275864885,0.286418151,0.408320045,0.464127535,1
0.405274936,0.105963544,0.360606954,0.295527387,0.405274936,1
0.197337345,0.206109765,0.132584747,0.330791469,0.284417166,1
0.377071947,0.142841711,0.188535973,0.154426288,0.179340777,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.176891652,0.310259799,0.312248243,0.285546978,0.184755181,1
0.23862592,0.23862592,0.307392075,0.307392075,0.307392075,1
0.208831171,0.391309927,0.218114538,0.140307087,0.266191501,1
0.294224104,0.955736458,0,0,0,1
0.301789673,0.262203991,0.109132311,0.301789673,0.253816791,1
0.32992196,0.22968885,0.086261688,0.32992196,0.293559119,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.144119395,0.163465609,0.156030205,0.183713912,0.183713912,1
0.324748761,0.493574507,0.20240194,0.105292984,0.315917067,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.258335938,0.165323102,0.213517299,0.27303661,0.238275873,1
0.324464124,0.324464124,0.095343055,0.198670257,0.197684537,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.258335938,0.165323102,0.213517299,0.27303661,0.238275873,1
0.285417427,0.180453863,0.093875215,0.29917063,0.294083881,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.345264456,0.199952914,0.104018958,0.215673177,0.243801173,1
0.285439092,0.285439092,0.517385073,0.209264985,0.285439092,1
0.282856556,0.295430642,0.190042412,0.38055714,0.293256444,1
0.408825563,0.356956925,0.429419827,0.146587448,0.352194632,1
0.180610159,0.264273003,0.211341522,0.231164367,0.149276147,1
0.466099467,0.162516489,0.569747116,0.375154485,0.539432122,1
0.357362665,0.179610262,0.093436359,0.357362665,0.113639723,1
0.773606125,0.402443263,0.489461932,0,0,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.326776182,0.377235788,0.318540397,0.116132288,0.333068958,1
0.397017211,0.353713411,0.366695152,0.474237455,0.388313615,1
0.243938776,0.261662667,0.263508195,0.261662667,0.259889532,1
0.275123802,0.210727009,0.416887599,0.071934113,0.252185201,1
0.28326323,0.278159772,0.317849165,0.155045109,0.099736257,1
0.26959205,0.172526495,0.222820591,0.284933254,0.248657936,1
0.214445435,0.163876974,0.219127192,0.06601717,0.210389912,1
0.26959205,0.172526495,0.222820591,0.284933254,0.248657936,1
0.634635926,0.737362643,0.231373236,0,0,1
0.261418089,0.207812614,0.068350605,0.261418089,0.186016735,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.303980651,0.298503935,0.341096146,0.166384861,0.107030807,1
0.26959205,0.172526495,0.222820591,0.284933254,0.248657936,1
0.316623087,0.30118088,0.316623087,0.082784553,0.23294142,1
0.191900628,0.200431365,0.128931988,0.321678042,0.276581367,1
0.208034947,0.146899466,0.203590181,0.178005763,0.21329199,1
0.61750481,0.226898013,0.753130202,0,0,1
0.270691471,0.644834359,0.634450676,0.329221986,0,1
0.192470341,0.201026404,0.12931476,0.245336789,0.199546967,1
0.22552435,0.298303497,0.235549793,0.151522708,0.287469849,1
0.292254833,0.076413208,0.292254833,0.253634194,0.584509665,1
0.502565558,0.186062474,0.408526166,0.226294006,0.502565558,1
0.225129011,0.303238781,0.226875583,0.186071434,0.096797572,1
0.26959205,0.172526495,0.222820591,0.284933254,0.248657936,1
0.306134597,0.300345078,0.094243739,0.195405214,0.246029053,1
0.274271234,0.303121312,0.315467054,0.280554651,0.102283585,1
0.176891652,0.310259799,0.312248243,0.285546978,0.184755181,1
0.324464124,0.324464124,0.095343055,0.198670257,0.197684537,1
0.253118494,0.520389215,0.084362652,0.306922206,0.181993854,1
0.239992372,0.10690786,0.254673193,0.213153409,0.306613173,1
0.287521512,0.181784161,0.094567259,0.301376103,0.296251855,1
0.426931936,0.483545529,0.459119288,0.148859813,0.49410226,1
